	A549_CTL_rnaseq	A549_PIC_rnaseq
CBLN2	51	15
CBLL1-AS1	95	266
CBLL1	2772	1904
CBLB	583	249
CBL	2564	185
CBFB	4393	235
CBFA2T3	6	18
CBFA2T2	1015	138
CBARP	44	102
CAVIN4	76	48
CAVIN3	345	24
CAVIN2-AS1	121	264
CAVIN2	2056	4770
CAVIN1	23418	6439
CAV2	11877	2537
CAV1	26679	5973
CATSPERZ	22	5
CATSPERG	10	71
CATSPERE	17	16
CATSPERB	25	12
CATSPER3	49	8
CATSPER2P1	296	47
CATSPER2	58	26
CATSPER1	11	0
CATIP-AS1	8	13
CATIP	10	14
CAT	3418	265
CASZ1	125	84
CASTOR3	1476	146
CASTOR2	727	80
CASTOR1	89	165
CAST	22487	2391
CASS4	2	83
CASQ1	0	49
CASP9	232	56
CASP8AP2	2769	382
CASP8	3013	7665
CASP7	2505	723
CASP6	708	44
CASP4	478	232
CASP3	2765	9708
CASP2	2947	299
CASP10	353	414
CASP1	13	0
CASKIN2	653	326
CASKIN1	730	250
CASK-AS1	496	14
CASK	4175	158
CASD1	2579	301
CASC9	641	78
CASC8	69	12
CASC3	5244	1423
CASC2	213	65
CASC19	1567	643
CASC16	0	11
CASC15	258	198
CASC11	341	1188
CARS2	1998	465
CARS1-AS1	488	106
CARS1	2803	653
CARNS1	6	18
CARNMT1-AS1	0	17
CARNMT1	3595	193
CARMN	0	10
CARMIL3	23	35
CARMIL2	13	62
CARMIL1	2107	157
CARM1	1988	184
CARHSP1	1624	500
CARF	209	290
CARD9	20	156
CARD8-AS1	161	265
CARD8	2029	703
CARD6	723	427
CARD19	326	122
CARD14	112	168
CARD11-AS1	14	0
CARD11	88	10
CARD10	730	95
CAPZB	5007	189
CAPZA2	11579	1367
CAPZA1	10565	1461
CAPS2	263	88
CAPS	45	40
CAPRIN2	1781	1382
CAPRIN1	27624	2289
CAPNS1	18132	1005
CAPN8	60	15
CAPN7	2944	537
CAPN6	2	15
CAPN5	505	154
CAPN3	67	28
CAPN2	41165	3132
CAPN15	1248	182
CAPN12	6106	727
CAPN10-DT	69	1324
CAPN10	402	143
CAPN1-AS1	65	30
CAPN1	4045	190
CAPG	976	37
CAP2	2413	135
CAP1P2	77	10
CAP1P1	25	0
CAP1	11659	821
CANX	89295	6493
CANT1	3551	589
CAND2	57	214
CAND1	15898	1132
CAMTA2-AS1	34	32
CAMTA2	1155	832
CAMTA1-DT	4	317
CAMTA1	670	137
CAMSAP3	150	156
CAMSAP2	8384	984
CAMSAP1-DT	142	78
CAMSAP1	3427	215
CAMLG	1256	570
CAMKV	18	20
CAMKMT	305	17
CAMKK2	2491	334
CAMKK1	1184	76
CAMK4	12	15
CAMK2N2	9	16
CAMK2N1	3210	766
CAMK2G-AS1	194	38
CAMK2G	1853	465
CAMK2D	4574	575
CAMK2B	1660	774
CAMK2A	8	21
CAMK1G	1	45
CAMK1D	940	30
CAMK1	492	147
CALY	6	573
CALU	22335	1668
CALR	27683	5784
CALML4	1091	342
CALM3	11320	4456
CALM2P2	32	301
CALM2	46110	11478
CALM1	22744	11123
CALHM6	0	14
CALHM5	2	163
CALHM4	0	23
CALHM2	154	81
CALHM1	2	37
CALD1	10025	1041
CALCRL-AS1	204	365
CALCRL	22	16
CALCOCO2	3412	588
CALCOCO1	499	425
CALB2	148	11
CALB1	1	121
CAHM	6	114
CAGE1	2	109
CADPS2	20	2
CADM4	233	111
CADM3-AS1	0	13
CADM3	0	11
CADM2	10	15
CADM1	2102	99
CAD	6207	977
CACYBPP2	43	0
CACYBP	9860	674
CACUL1	4386	606
CACTIN-AS1	247	454
CACTIN	602	1171
CACNG8	266	2505
CACNG7	68	2
CACNG6	91	50
CACNG4	688	4
CACNB4	16	3
CACNB3	386	108
CACNB2	94	180
CACNB1	189	125
CACNA2D3	15	2
CACNA2D2	33	71
CACNA2D1	2835	383
CACNA1I	14	0
CACNA1H	501	68
CACNA1G-AS1	1	11
CACNA1G	127	79
CACNA1D	629	69
CACNA1C	4	87
CACNA1A	6	57
CACHD1	358	69
CACFD1	83	227
CABYR	594	334
CABP7	107	54
CABP5	0	38
CABP4	0	25
CABLES2	511	171
CABLES1	727	140
CABIN1	1290	184
CABCOCO1	22	11
CAB39L	151	30
CAB39	5107	527
CAAP1	2875	488
CA9	53	7
CA8	922	616
CA7	6	24
CA5BP1	652	193
CA5B	432	80
CA2	81	154
CA14	10	193
CA13	160	203
CA12	42268	1200
CA11	182	236
C9orf85	680	223
C9orf78	2661	696
C9orf72	901	427
C9orf64	1414	602
C9orf43	357	213
C9orf40	741	213
C9orf24	0	45
C9orf163	38	147
C9orf152	36	30
C9orf131	0	24
C9orf129	35	8
C8orf89	0	13
C8orf88	106	9
C8orf86	0	98
C8orf82	374	159
C8orf76	988	253
C8orf58	294	136
C8orf48	58	159
C8orf44-SGK3	663	85
C8orf44	115	246
C8orf33	4927	987
C8G	3	39
C7orf61	6	64
C7orf57	10	12
C7orf50	1389	227
C7orf31	233	180
C7orf25	783	210
C6orf89	2587	605
C6orf62	5751	4874
C6orf58	8	361
C6orf52	31	68
C6orf47-AS1	148	77
C6orf47	598	201
C6orf226	36	138
C6orf223	23	71
C6orf201	1018	45
C6orf163	20	18
C6orf15	0	79
C6orf141	993	2869
C6orf136	318	240
C6orf132	95	36
C6orf120	2088	3063
C5orf64	12	18
C5orf63	161	117
C5orf38	22	6
C5orf34-AS1	0	20
C5orf34	1011	640
C5orf24	5282	2574
C5orf22	2385	719
C5orf15	6046	7675
C5AR2	23	28
C5AR1	120	96
C5	4176	189
C4orf54	2	30
C4orf51	0	11
C4orf50	0	24
C4orf48	12	2
C4orf46P2	36	14
C4orf46	2280	582
C4orf36	92	38
C4orf33	508	507
C4orf3	1182	754
C4BPB	62	26
C4BPA	307	4
C4B	0	33
C4A	6	174
C3P1	2	13
C3orf86	9	17
C3orf80	166	32
C3orf62	246	65
C3orf52	543	779
C3orf49	8	15
C3orf38	1735	920
C3orf33	986	441
C3orf20	9	53
C3orf18	138	26
C3orf14	958	451
C3	2722	1768
C2orf92	61	65
C2orf88	111	16
C2orf81	122	42
C2orf78	0	28
C2orf76	228	82
C2orf74-DT	1109	225
C2orf74	553	237
C2orf72	433	18
C2orf69	2577	857
C2orf68	1286	2211
C2orf66	0	29
C2orf49-DT	236	2459
C2orf49	1466	1538
C2orf42	634	482
C2orf27A	112	48
C2orf16	151	102
C2orf15	71	44
C2CD5-AS1	7	11
C2CD5	2609	349
C2CD4B	0	13
C2CD4A	0	5758
C2CD3	3021	421
C2CD2L	260	164
C2CD2	1322	152
C22orf46	947	567
C22orf42	1	62
C22orf39	1926	415
C22orf23	183	96
C22orf15	33	10
C21orf91-OT1	26	40
C21orf91	618	896
C21orf62-AS1	14	29
C21orf58	517	454
C20orf96	361	1755
C20orf27	1634	61
C20orf204	45	247
C20orf202	0	13
C20orf144	16	33
C20orf141	0	57
C2-AS1	1	10
C2	32	137
C1S	4595	3688
C1RL-AS1	631	297
C1RL	1695	669
C1R	1958	434
C1QTNF9B	23	33
C1QTNF7-AS1	237	166
C1QTNF6	821	146
C1QTNF3-AMACR	1434	367
C1QTNF3	33	4
C1QTNF1-AS1	3	37
C1QTNF1	639	465
C1QL4	48	47
C1QL3	193	71
C1QL1	135	109
C1QBPP2	11	1
C1QBP	16941	1411
C1orf74	303	477
C1orf56	717	630
C1orf54	139	131
C1orf53	48	24
C1orf52	817	1326
C1orf50-AS1	48	16
C1orf50	353	83
C1orf43	6920	1792
C1orf35	745	445
C1orf226	71	5
C1orf220	109	263
C1orf216	849	696
C1orf21-DT	0	30
C1orf21	177	43
C1orf198	2276	431
C1orf174	817	286
C1orf167	99	56
C1orf162	9	399
C1orf159	262	142
C1orf147	27	37
C1orf131	1404	851
C1orf122	413	226
C1orf116	1541	442
C1orf115	730	606
C1orf112	2006	486
C1orf109	1703	815
C1orf100	0	20
C1GALT1P1	4	15
C1GALT1C1L	85	362
C1GALT1C1	2220	128
C1GALT1	3733	413
C1DP5	0	13
C1DP1	58	12
C1D	1421	554
C19orf81	42	132
C19orf73	13	24
C19orf71	77	261
C19orf54	1474	1891
C19orf53	1351	204
C19orf48	2925	1445
C19orf47	861	144
C19orf44	1124	1109
C19orf33	2355	583
C19orf25	227	432
C19orf18	0	16
C19orf12	1924	1280
C18orf54	1171	167
C18orf32	1909	1026
C18orf25	2466	623
C18orf21	684	264
C17orf97	258	113
C17orf80	2499	2631
C17orf75	1729	773
C17orf67	137	69
C17orf58	764	411
C17orf49	1117	1992
C17orf113	49	84
C17orf107	29	24
C17orf100	59	126
C16orf95-DT	8	97
C16orf95	73	11
C16orf91	372	1206
C16orf87	1034	595
C16orf86	10	21
C16orf74	197	4
C16orf72	6044	1583
C16orf46	78	310
C15orf62	25	29
C15orf61	130	79
C15orf48	145	270
C15orf40	1879	1785
C15orf39	1089	285
C14orf93	269	143
C14orf28	164	553
C14orf178	135	87
C14orf132	1032	285
C14orf119	2096	1497
C13orf42	4	47
C12orf76	482	566
C12orf75-AS1	35	43
C12orf75	6243	153
C12orf73	9533	3310
C12orf60	118	60
C12orf57	825	3965
C12orf50	0	10
C12orf43	1402	276
C12orf40	26	3
C12orf4	1768	425
C12orf29	2983	1490
C11orf98	2146	280
C11orf97	0	90
C11orf96	0	216
C11orf94	2	30
C11orf91	58	98
C11orf86	66	18
C11orf80	576	87
C11orf71	203	1627
C11orf68	677	781
C11orf65	151	12
C11orf58	12377	5273
C11orf54	1172	157
C11orf42	5	15
C11orf24	1466	618
C11orf16	13	2
C11orf1	435	58
C10orf95-AS1	271	266
C10orf95	41	25
C10orf90	299	6
C10orf88B	412	354
C10orf88	1193	337
C10orf67-AS1	0	27
C10orf67	1	28
C10orf62	0	14
C10orf55	1958	2227
C10orf143	18	14
BZW2	4884	669
BZW1P2	160	59
BZW1-AS1	602	200
BZW1	22400	8536
BYSL	1428	521
BVES-AS1	288	29
BVES	643	83
BUD31	3584	5290
BUD23	3456	1151
BUD13-DT	23	85
BUD13	791	425
BUB3	11959	3271
BUB1B-PAK6	509	20
BUB1B	5413	168
BUB1	6046	714
BTRC	2072	196
BTNL9	96	64
BTNL2	0	10
BTN3A3	161	242
BTN3A2	353	560
BTN3A1	294	2588
BTN2A3P	141	570
BTN2A2	470	3078
BTN2A1	1445	1800
BTLA	0	44
BTK	0	51
BTG4	4	13
BTG3-AS1	40	119
BTG3	1554	829
BTG2-DT	0	15
BTG2	556	5464
BTG1-DT	346	1641
BTG1	3343	16003
BTF3L4P2	88	33
BTF3L4	2497	579
BTF3-DT	12	240
BTF3	18128	7123
BTD	2100	495
BTC	195	270
BTBD9	619	44
BTBD8	166	22
BTBD7	3217	570
BTBD6	1089	132
BTBD3-AS1	164	24
BTBD3	2906	351
BTBD2	908	88
BTBD19	79	170
BTBD18	10	41
BTBD16	14	7
BTBD11	4145	129
BTBD10	2886	271
BTBD1	8578	3371
BTAF1	5464	4166
BST2	14	48
BST1	1021	34
BSN-DT	6	13
BSN	47	111
BSG-AS1	130	32
BSG	13422	1506
BSDC1	1144	1115
BSCL2	1489	464
BRWD3	2399	769
BRWD1-AS2	3	68
BRWD1-AS1	0	11
BRWD1	3184	1834
BRSK2	351	31
BRSK1	88	222
BRPF3-AS1	10	26
BRPF3	1415	754
BRPF1	1411	1091
BROX	3513	1768
BRMS1L	1596	181
BRMS1	2218	718
BRME1	44	9
BRK1	4963	799
BRIX1	5023	2350
BRIP1	4052	1583
BRINP2	2	12
BRINP1	14	0
BRICD5	51	58
BRI3BP	9337	107
BRI3	1863	689
BRF2	433	142
BRF1	1185	99
BRD9P1	0	12
BRD9	1767	1560
BRD8	2667	1879
BRD7P2	134	20
BRD7	6791	1339
BRD4	2452	524
BRD3OS	1354	155
BRD3	2493	288
BRD2	8384	17666
BRD1	1271	829
BRCC3P1	17	7
BRCC3	4356	200
BRCA2	2669	468
BRCA1P1	19	21
BRCA1	8810	545
BRAT1	595	229
BRAP	2076	784
BRAF	1830	753
BPTFP1	104	100
BPTF	8301	1493
BPNT2	13953	1398
BPNT1	1710	499
BPIFB1	22	7
BPHL	693	138
BPGM	1007	877
BORCS8-MEF2B	142	85
BORCS8	187	112
BORCS7-ASMT	900	199
BORCS7	1798	474
BORCS6	165	292
BORCS5	344	131
BORA	1208	345
BOP1	2708	301
BOLA3-DT	123	99
BOLA3	1027	215
BOLA2P2	15	0
BOLA2B	12	12
BOLA2-SMG1P6	437	59
BOLA2	140	15
BOLA1	234	302
BOK-AS1	14	0
BOK	296	9
BOD1L1	7235	1785
BOD1	2844	1249
BOC	177	286
BNIPL	12	43
BNIP5	0	395
BNIP3P5	18	4
BNIP3P27	2	12
BNIP3P11	44	17
BNIP3P1	21	12
BNIP3L	2261	382
BNIP3	4048	5312
BNIP2	6541	3672
BNIP1	484	339
BNC2-AS1	12	187
BNC2	621	322
BNC1	10	2
BMT2	724	99
BMS1P7	24	11
BMS1P4-AGAP5	287	294
BMS1P4	186	182
BMS1P23	516	61
BMS1P22	41	24
BMS1P20	779	193
BMS1P2	214	109
BMS1P17	55	16
BMS1P11	12	4
BMS1P10	13	3
BMS1P1	463	118
BMS1	8578	1357
BMPR2	4202	213
BMPR1B-DT	32	141
BMPR1B	2287	285
BMPR1A	3503	170
BMPER	170	123
BMP8B	651	172
BMP8A	118	261
BMP7	8	40
BMP6	928	92
BMP4	405	93
BMP2K-DT	2	155
BMP2K	2058	304
BMP2	127	550
BMP1	2307	2004
BMI1	4581	2424
BMF-AS1	3	15
BMF	41	138
BMERB1	1191	308
BLZF1	1971	1711
BLVRB	2849	304
BLVRA	1730	88
BLOC1S6	3149	755
BLOC1S5-TXNDC5	10984	755
BLOC1S5	781	18
BLOC1S4	379	340
BLOC1S3	492	125
BLOC1S2	3609	2688
BLOC1S1	610	116
BLMH	3802	384
BLM	3948	289
BLID	13	20
BLCAP	1640	855
BIVM-ERCC5	2149	376
BIVM	1117	215
BISPR	2	145
BIRC7	47	63
BIRC6-AS1	70	7
BIRC6	12540	940
BIRC5	6808	656
BIRC3	8220	16957
BIRC2	4060	4455
BIN3	787	447
BIN2	11	6
BIN1	1582	269
BIK	16	38
BID	1544	519
BICRAL	788	159
BICRA	228	212
BICDL2	7	239
BICDL1	259	56
BICD2	3242	261
BICD1P1	0	25
BICD1-AS1	52	27
BICD1	1266	485
BICC1	11623	494
BHMT	0	16
BHLHE41	2	169
BHLHE40-AS1	350	990
BHLHE40	5170	17608
BHLHB9	885	120
BHLHA15	17	33
BGLAP	22	38
BFSP1	353	157
BFAR	4263	554
BEX4	30	404
BEX3	3538	492
BEX2	55	533
BET1L	1860	530
BET1-AS1	14	39
BET1	1668	789
BEST4	4	12
BEST3	25	101
BEST2	0	32
BEST1	105761	26150
BEND7	1143	123
BEND6	234	32
BEND5	0	37
BEND4	2	10
BEND3P3	116	2
BEND3P1	207	93
BEND3	625	32
BEGAIN	53	2
BECN1	4545	2112
BEAN1	48	7
BDP1	7530	1573
BDNF-AS	410	300
BDNF	1627	511
BDKRB2	742	375
BDKRB1	28	134
BDH2	512	248
BDH1	170	77
BCYRN1	3	49
BCS1L	1383	517
BCRP3	48	83
BCRP2	25	4
BCRP1	14	2
BCR	1391	72
BCORL1	750	256
BCOR	2573	947
BCO2	95	2
BCO1	380	1514
BCLAF3	988	203
BCLAF1P2	183	63
BCLAF1	15830	5911
BCL9L	6091	1673
BCL9	530	99
BCL7C	707	69
BCL7B	1985	501
BCL7A	956	82
BCL6	402	8488
BCL3	374	2162
BCL2L2-PABPN1	4783	6837
BCL2L2	2159	1009
BCL2L15	228	55
BCL2L14	5	10
BCL2L13	2494	1972
BCL2L12	853	1384
BCL2L11	965	1632
BCL2L1	8567	764
BCL2A1	42	316
BCL2	347	44
BCL11B	125	36
BCL11A	0	34
BCL10-AS1	28	162
BCL10	1040	3195
BCKDK	882	174
BCKDHB	794	59
BCKDHA	1355	256
BCHE	267	38
BCDIN3D-AS1	259	162
BCDIN3D	415	486
BCCIP	7118	1686
BCAT2	1440	5344
BCAT1	2366	30
BCAS4	486	18
BCAS3	880	77
BCAS2P2	18	4
BCAS2	1755	431
BCAS1	287	39
BCAR3-AS1	173	41
BCAR3	1975	332
BCAR1	1800	763
BCAP31	7013	366
BCAP29	4251	251
BCAN-AS1	433	2274
BCAN	222	360
BCAM	809	364
BBX	6184	836
BBS9	332	39
BBS7	1054	254
BBS5	527	175
BBS4	1518	366
BBS2	3134	443
BBS12	202	591
BBS10	1306	1380
BBS1	454	567
BBOF1	241	124
BBLN	284	81
BBIP1P1	8	14
BBIP1	1716	1562
BBC3	114	16583
BAZ2B-AS1	117	871
BAZ2B	1758	684
BAZ2A	4970	4992
BAZ1B	15786	1712
BAZ1A-AS1	284	1215
BAZ1A	7535	3242
BAX	2897	775
BATF3	316	598
BATF2	40	153
BASP1-AS1	16	211
BASP1	8722	1948
BARX1	45	17
BARD1	2052	86
BAP1	1826	995
BANP	483	728
BANK1	286	62
BANF1P3	14	1
BANF1	6385	638
BAMBI	405	5018
BAK1	786	219
BAIAP3	277	219
BAIAP2L2	287	1912
BAIAP2L1	3992	738
BAIAP2-DT	399	43
BAIAP2	769	347
BAHD1	507	177
BAHCC1	1058	369
BAG6	3619	1481
BAG5	4613	6335
BAG4	2533	299
BAG3	3701	1486
BAG2	4457	552
BAG1	3750	1440
BAD	721	54
BACH2	0	13
BACH1-IT1	15	12
BACH1	1390	1179
BACE2	1254	130
BACE1-AS	789	278
BACE1	1395	598
BABAM2	2447	1809
BABAM1	1503	455
BAAT	1113	821
BAALC-AS1	60	11
BAALC	1	18
B9D2	242	169
B9D1	2223	576
B4GAT1-DT	117	27
B4GAT1	702	62
B4GALT7	493	79
B4GALT6	1790	99
B4GALT5	6110	3797
B4GALT4-AS1	1050	81
B4GALT4	10378	1205
B4GALT3	879	196
B4GALT2	1145	138
B4GALT1-AS1	115	12
B4GALT1	13450	507
B4GALNT4	330	324
B4GALNT3	7	34
B4GALNT2	20	23
B4GALNT1	2794	465
B3GNTL1	355	66
B3GNT9	476	157
B3GNT8	0	16
B3GNT7	62	10
B3GNT5	1419	1335
B3GNT4	1710	1121
B3GNT3	814	18
B3GNT2	2203	1679
B3GLCT	1150	51
B3GAT3	859	657
B3GAT2	1467	77
B3GALT9	370	267
B3GALT6	600	108
B3GALT5	455	109
B3GALT4	14	78
B3GALT2	0	12
B3GALNT2	3289	932
B3GALNT1	4	10
B2M	9506	54907
AZIN2	11	86
AZIN1	12725	7129
AZI2	2086	3437
AZGP1P1	0	22
AZGP1	3	27
AXL	12539	3799
AXIN2	277	150
AXIN1	1375	189
AXDND1	19	7
AVPR1A	42	189
AVPI1	1630	231
AVL9	5939	962
AVIL	100	778
AVEN	1438	79
AUTS2	310	83
AURKC	18	2
AURKB	2785	770
AURKAP1	25	155
AURKAIP1	986	153
AURKA	7109	1141
AUP1	4853	6377
AUNIP	752	142
AUH	302	53
ATXN7L3B	3673	8525
ATXN7L3-AS1	431	91
ATXN7L3	3144	1251
ATXN7L2	116	290
ATXN7L1	359	100
ATXN7	1642	495
ATXN3	773	192
ATXN2L	4175	3688
ATXN2-AS	4	46
ATXN2	2237	359
ATXN1L	3548	2336
ATXN10	7453	252
ATXN1-AS1	38	421
ATXN1	647	304
ATRX	9854	937
ATRNL1	49	16
ATRN	7378	940
ATRIP	995	836
ATRAID	3659	238
ATR	4394	952
ATPSCKMT	981	46
ATPAF2	782	104
ATPAF1	2702	286
ATP9B	873	106
ATP9A	3059	99
ATP8B5P	19	62
ATP8B4	309	63
ATP8B3	138	62
ATP8B2	1546	232
ATP8B1-AS1	339	67
ATP8B1	3627	351
ATP8A1	35	9
ATP7B	367	22
ATP7A	2331	127
ATP6V1H	1936	308
ATP6V1G2-DDX39B	7778	4906
ATP6V1G2	60	133
ATP6V1G1P2	0	40
ATP6V1G1	3983	2156
ATP6V1FNB	12	676
ATP6V1F	1741	380
ATP6V1E2	624	249
ATP6V1E1P1	14	2
ATP6V1E1	3966	439
ATP6V1D	3292	733
ATP6V1C2	9706	235
ATP6V1C1	5977	883
ATP6V1B2	4857	2060
ATP6V1B1-AS1	21	6
ATP6V1B1	56	13
ATP6V1A	5550	1494
ATP6V0E2-AS1	559	67
ATP6V0E2	1720	106
ATP6V0E1	4699	344
ATP6V0D1-DT	79	29
ATP6V0D1	2193	641
ATP6V0C	2235	1905
ATP6V0B	1127	1860
ATP6V0A4	50	7
ATP6V0A2	3837	391
ATP6V0A1	3235	1324
ATP6AP2	7980	1450
ATP6AP1L	20	83
ATP6AP1-DT	94	22
ATP6AP1	2985	1927
ATP5PO	2587	546
ATP5PF	2059	235
ATP5PD	3697	1042
ATP5PBP5	10	4
ATP5PB	6901	818
ATP5MK	2330	453
ATP5MJ	2549	1387
ATP5MGP8	4	12
ATP5MGP3	0	13
ATP5MGP1	0	14
ATP5MG	2846	850
ATP5MFP4	0	16
ATP5MFP2	34	0
ATP5MF-PTCD1	2693	548
ATP5MF	3389	813
ATP5ME	422	166
ATP5MC3	4795	1895
ATP5MC2P4	26	0
ATP5MC2	2514	247
ATP5MC1P4	56	31
ATP5MC1	2830	552
ATP5IF1	1069	1473
ATP5F1E	2392	1261
ATP5F1D	364	67
ATP5F1C	8872	879
ATP5F1B	32606	11216
ATP5F1AP3	2	11
ATP5F1A	17207	1550
ATP4A	3	4407
ATP2C2-AS1	24	58
ATP2C2	57	79
ATP2C1	5571	1124
ATP2B4	2272	770
ATP2B2	0	17
ATP2B1-AS1	74	893
ATP2B1	14628	1427
ATP2A3	279	33
ATP2A2	45751	4430
ATP2A1-AS1	47	81
ATP2A1	67	272
ATP23	335	84
ATP1B3-AS1	13	10
ATP1B3	7737	517
ATP1B2	10	129
ATP1B1	20446	2320
ATP1A4	0	17
ATP1A3	130	189
ATP1A2	8	18
ATP1A1-AS1	6935	1386
ATP1A1	11745	1656
ATP13A3-DT	10	35
ATP13A3	9810	1012
ATP13A2	708	101
ATP13A1	1263	1675
ATP12A	0	10
ATP11C	2759	204
ATP11B-DT	2	10
ATP11B	2126	310
ATP11A	2720	81
ATP10D	514	398
ATP10A	1180	138
ATOX1	463	128
ATOH8	18	5
ATOH7	0	143
ATN1	2456	621
ATMIN	4195	1996
ATM	3911	636
ATL3	9749	622
ATL2	8118	1273
ATL1	623	673
ATIC	9489	684
ATG9B	0	40
ATG9A	1560	734
ATG7	1945	1232
ATG5	1810	181
ATG4D	418	482
ATG4C	873	20
ATG4B	1218	481
ATG4A	774	163
ATG3	3506	719
ATG2B	3145	920
ATG2A	537	716
ATG16L2	542	123
ATG16L1	2749	1032
ATG14	1382	708
ATG13	2652	681
ATG12P1	33	7
ATG12	3909	3114
ATG101	1321	298
ATG10	16444	1199
ATF7IP2	524	771
ATF7IP	2286	510
ATF7-NPFF	516	161
ATF7	2253	664
ATF6B	1085	366
ATF6-DT	204	386
ATF6	3530	409
ATF5	2304	4295
ATF4P3	28	149
ATF4	7148	49667
ATF3	572	31907
ATF2	2532	519
ATF1	1881	267
ATE1-AS1	9	90
ATE1	5708	311
ATCAY	2	21
ATAT1	234	521
ATAD5	3382	996
ATAD3B	44	5
ATAD3A	1128	124
ATAD2B	2479	327
ATAD2	15462	1390
ATAD1	7267	1338
ASXL2	6483	488
ASXL1	4823	1043
ASTN2	229	6
ASTE1	536	674
ASS1P12	15	33
ASS1	548	88
ASRGL1	532	38
ASPSCR1	544	256
ASPRV1	6	106
ASPM	10517	2310
ASPHD2	78	18
ASPHD1	256	362
ASPH	93278	5504
ASPDH	5	149
ASNSD1	3248	1680
ASNS	3567	954
ASMTL-AS1	68	175
ASMTL	363	988
ASLP1	22	1
ASL	546	783
ASIP	11	2
ASIC5	9	13
ASIC3	129	457
ASIC2	52	17
ASIC1	361	80
ASH2LP3	0	10
ASH2L	2678	281
ASH1L-AS1	54	553
ASH1L	6813	1040
ASGR1	1	20
ASF1B	1828	338
ASF1A	1392	798
ASDURF	1066	391
ASCL5	4	13
ASCC3	6430	574
ASCC2	1763	352
ASCC1	2267	314
ASB9	992	37
ASB8	1112	254
ASB7	1671	597
ASB6	1595	1104
ASB4	79	100
ASB3	1021	143
ASB2	11	33
ASB16-AS1	281	273
ASB16	101	128
ASB14	497	34
ASB13	877	45
ASB11	0	10
ASB1	2186	2506
ASAP3	192	31
ASAP2	4208	1088
ASAP1	12556	3646
ASAH2B	1026	555
ASAH2	99	62
ASAH1-AS1	14	108
ASAH1	7594	605
AS3MT	552	93
ARX	32	73
ARVCF	79	91
ARV1	1811	565
ARTN	28	13
ART5	4	29
ART4	0	12
ART3	2	21
ART2BP	0	28
ARSL	2118	133
ARSK	595	204
ARSJ	1544	2329
ARSI	536	34
ARSG	278	139
ARSD-AS1	429	100
ARSD	1588	414
ARSB	1272	121
ARSA	174	133
ARRDC4	47	446
ARRDC3-AS1	25	168
ARRDC3	2602	22887
ARRDC2	556	629
ARRDC1-AS1	474	1212
ARRDC1	470	1251
ARRB2	2905	546
ARRB1	638	38
ARR3	12	148
ARPP21	16	3
ARPP19	25014	4270
ARPIN-AP3S2	3344	247
ARPIN	3441	213
ARPC5L	2385	1974
ARPC5	11267	2021
ARPC4-TTLL3	2649	763
ARPC4	4205	1037
ARPC3P5	10	0
ARPC3P3	225	8
ARPC3P1	25	12
ARPC3	9534	1348
ARPC2	9350	1325
ARPC1B	2980	191
ARPC1A	4384	685
ARNTL2-AS1	279	74
ARNTL2	4123	1107
ARNTL	623	397
ARNT2-DT	335	141
ARNT2	2621	159
ARNT	1583	358
ARNILA	10	2
ARMT1	2968	256
ARMH4	123	158
ARMH3	1363	118
ARMH1	24	26
ARMCX6	604	873
ARMCX5-GPRASP2	934	134
ARMCX5	1479	590
ARMCX4	60	16
ARMCX3-AS1	111	93
ARMCX3	1970	2180
ARMCX1	40	108
ARMC9	989	84
ARMC8	2081	346
ARMC7	701	179
ARMC6	857	155
ARMC5	272	579
ARMC3	48	1
ARMC2	99	21
ARMC12	10	0
ARMC10P1	18	2
ARMC10	2458	329
ARMC1	6167	561
ARL9	0	11
ARL8B	6728	920
ARL8A	1153	248
ARL6IP6	1804	1165
ARL6IP5	6682	386
ARL6IP4	3390	3151
ARL6IP1	19042	11449
ARL6	889	117
ARL5C	0	10
ARL5B	5290	24364
ARL5A	4812	319
ARL4D	286	336
ARL4C	9782	3511
ARL4A	2255	5938
ARL3	1533	140
ARL2BPP10	11	1
ARL2BP	5182	1553
ARL2-SNX15	1936	296
ARL2	1629	276
ARL17B	33	52
ARL17A	280	222
ARL16	957	894
ARL15	703	34
ARL14EPP1	122	30
ARL14EPL	0	10
ARL14EP	2273	3260
ARL14	41	5388
ARL13B	2851	726
ARL10	1080	517
ARL1	4896	408
ARIH2OS	8	71
ARIH2	4464	849
ARIH1	6634	1043
ARID5B	129	617
ARID5A	101	466
ARID4B	7008	3026
ARID4A	1237	784
ARID3C	19	19
ARID3B	219	337
ARID3A	312	79
ARID2	3044	538
ARID1B	2487	253
ARID1A	4133	794
ARHGEF9	1283	109
ARHGEF7	2605	200
ARHGEF6	22	30
ARHGEF5	190	24
ARHGEF40	711	129
ARHGEF4	86	37
ARHGEF39	1562	346
ARHGEF38	333	239
ARHGEF37	194	85
ARHGEF35-AS1	19	0
ARHGEF35	24	0
ARHGEF33	10	17
ARHGEF3	868	169
ARHGEF28	3180	4272
ARHGEF26-AS1	6	21
ARHGEF26	987	30
ARHGEF25	181	134
ARHGEF2-AS2	10	23
ARHGEF2	1188	316
ARHGEF19-AS1	13	20
ARHGEF19	133	76
ARHGEF18-AS1	1	20
ARHGEF18	1633	488
ARHGEF17-AS1	33	21
ARHGEF17	817	195
ARHGEF16	221	81
ARHGEF12	8119	873
ARHGEF11	3644	574
ARHGEF10L	357	41
ARHGEF10	4214	197
